,club_player,club_nationality,club_position,club_team,club_age,club_birth_year,club_games,club_games_starts,club_minutes,club_goals,club_assists,club_pens_made,club_pens_att,club_cards_yellow,club_cards_red,club_goals_per90,club_assists_per90,club_goals_assists_per90,club_goals_pens_per90,club_goals_assists_pens_per90,club_xg,club_npxg,club_xg_assist,club_xg_per90,club_xg_assist_per90,club_xg_xg_assist_per90,club_npxg_per90,club_npxg_xg_assist_per90,club_minutes_90s,club_shots_total,club_shots_on_target,club_shots_free_kicks,club_shots_on_target_pct,club_shots_total_per90,club_shots_on_target_per90,club_goals_per_shot,club_goals_per_shot_on_target,club_npxg_per_shot,club_xg_net,club_npxg_net,club_passes_completed,club_passes,club_passes_pct,club_passes_total_distance,club_passes_progressive_distance,club_passes_completed_short,club_passes_short,club_passes_pct_short,club_passes_completed_medium,club_passes_medium,club_passes_pct_medium,club_passes_completed_long,club_passes_long,club_passes_pct_long,club_xg_assist_net,club_assisted_shots,club_passes_into_final_third,club_passes_into_penalty_area,club_crosses_into_penalty_area,club_progressive_passes,club_passes_live,club_passes_dead,club_passes_free_kicks,club_through_balls,club_passes_pressure,club_passes_switches,club_crosses,club_corner_kicks,club_corner_kicks_in,club_corner_kicks_out,club_corner_kicks_straight,club_passes_ground,club_passes_low,club_passes_high,club_passes_left_foot,club_passes_right_foot,club_passes_head,club_throw_ins,club_passes_other_body,club_passes_offsides,club_passes_oob,club_passes_intercepted,club_passes_blocked,club_sca,club_sca_per90,club_sca_passes_live,club_sca_passes_dead,club_sca_dribbles,club_sca_shots,club_sca_fouled,club_gca,club_gca_per90,club_gca_passes_live,club_gca_passes_dead,club_gca_dribbles,club_gca_shots,club_gca_fouled,club_gca_defense,club_tackles,club_tackles_won,club_tackles_def_3rd,club_tackles_mid_3rd,club_tackles_att_3rd,club_dribble_tackles,club_dribbles_vs,club_dribble_tackles_pct,club_dribbled_past,club_pressures,club_pressure_regains,club_pressure_regain_pct,club_pressures_def_3rd,club_pressures_mid_3rd,club_pressures_att_3rd,club_blocks,club_blocked_shots,club_blocked_shots_saves,club_blocked_passes,club_interceptions,club_clearances,club_errors,club_touches,club_touches_def_pen_area,club_touches_def_3rd,club_touches_mid_3rd,club_touches_att_3rd,club_touches_att_pen_area,club_touches_live_ball,club_dribbles_completed,club_dribbles,club_dribbles_completed_pct,club_players_dribbled_past,club_nutmegs,club_carries,club_carry_distance,club_carry_progressive_distance,club_progressive_carries,club_carries_into_final_third,club_carries_into_penalty_area,club_pass_targets,club_passes_received,club_passes_received_pct,club_miscontrols,club_dispossessed,club_cards_yellow_red,club_fouls,club_fouled,club_offsides,club_pens_won,club_pens_conceded,club_own_goals,club_ball_recoveries,club_aerials_won,club_aerials_lost,club_aerials_won_pct,rest_of_team_club_assists_per90,rest_of_team_club_goals_per90,rest_of_team_club_xg_xg_assist_per90,rest_of_team_club_passes_pct,rest_of_team_club_passes_completed,international_player,international_nationality,international_position,international_team,international_age,international_birth_year,international_games,international_games_starts,international_minutes,international_goals,international_assists,international_pens_made,international_pens_att,international_cards_yellow,international_cards_red,international_goals_per90,international_assists_per90,international_goals_assists_per90,international_goals_pens_per90,international_goals_assists_pens_per90,international_xg,international_npxg,international_xg_assist,international_xg_per90,international_xg_assist_per90,international_xg_xg_assist_per90,international_npxg_per90,international_npxg_xg_assist_per90,international_minutes_90s,international_shots_total,international_shots_on_target,international_shots_free_kicks,international_shots_on_target_pct,international_shots_total_per90,international_shots_on_target_per90,international_goals_per_shot,international_goals_per_shot_on_target,international_npxg_per_shot,international_xg_net,international_npxg_net,international_passes_completed,international_passes,international_passes_pct,international_passes_total_distance,international_passes_progressive_distance,international_passes_completed_short,international_passes_short,international_passes_pct_short,international_passes_completed_medium,international_passes_medium,international_passes_pct_medium,international_passes_completed_long,international_passes_long,international_passes_pct_long,international_xg_assist_net,international_assisted_shots,international_passes_into_final_third,international_passes_into_penalty_area,international_crosses_into_penalty_area,international_progressive_passes,international_passes_live,international_passes_dead,international_passes_free_kicks,international_through_balls,international_passes_pressure,international_passes_switches,international_crosses,international_corner_kicks,international_corner_kicks_in,international_corner_kicks_out,international_corner_kicks_straight,international_passes_ground,international_passes_low,international_passes_high,international_passes_left_foot,international_passes_right_foot,international_passes_head,international_throw_ins,international_passes_other_body,international_passes_offsides,international_passes_oob,international_passes_intercepted,international_passes_blocked,international_sca,international_sca_per90,international_sca_passes_live,international_sca_passes_dead,international_sca_dribbles,international_sca_shots,international_sca_fouled,international_gca,international_gca_per90,international_gca_passes_live,international_gca_passes_dead,international_gca_dribbles,international_gca_shots,international_gca_fouled,international_gca_defense,international_tackles,international_tackles_won,international_tackles_def_3rd,international_tackles_mid_3rd,international_tackles_att_3rd,international_dribble_tackles,international_dribbles_vs,international_dribble_tackles_pct,international_dribbled_past,international_pressures,international_pressure_regains,international_pressure_regain_pct,international_pressures_def_3rd,international_pressures_mid_3rd,international_pressures_att_3rd,international_blocks,international_blocked_shots,international_blocked_shots_saves,international_blocked_passes,international_interceptions,international_clearances,international_errors,international_touches,international_touches_def_pen_area,international_touches_def_3rd,international_touches_mid_3rd,international_touches_att_3rd,international_touches_att_pen_area,international_touches_live_ball,international_dribbles_completed,international_dribbles,international_dribbles_completed_pct,international_players_dribbled_past,international_nutmegs,international_carries,international_carry_distance,international_carry_progressive_distance,international_progressive_carries,international_carries_into_final_third,international_carries_into_penalty_area,international_pass_targets,international_passes_received,international_passes_received_pct,international_miscontrols,international_dispossessed,international_cards_yellow_red,international_fouls,international_fouled,international_offsides,international_pens_won,international_pens_conceded,international_own_goals,international_ball_recoveries,international_aerials_won,international_aerials_lost,international_aerials_won_pct,rest_of_team_international_assists_per90,rest_of_team_international_goals_per90,rest_of_team_international_xg_xg_assist_per90,rest_of_team_international_passes_pct,rest_of_team_international_passes_completed,club_goals_minus_xg_per90
0,Patrick van Aanholt,nl NED,DF,Crystal Palace,29,1990,22.0,20.0,1777.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.05,0.05,0.0,0.05,1.4,1.4,0.7,0.07,0.04,0.11,0.07,0.11,19.7,0.0,5.0,3.0,27.8,0.0,0.25,0.0,0.0,0.08,-1.4,-1.4,906.0,1164.0,77.8,13287.0,5990.0,545.0,613.0,88.9,284.0,361.0,78.7,51.0,105.0,48.6,0.3,11.0,71.0,20.0,4.0,89.0,959.0,192.0,31.0,0.0,0.0,4.0,40.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,13.0,0.0,0.0,26.0,30.0,1.52,27.0,2.0,1.0,0.0,0.0,3.0,0.15,2.0,1.0,0.0,0.0,0.0,0.0,35.0,22.0,18.0,17.0,0.0,19.0,43.0,44.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,12.0,30.0,40.0,2.0,1334.0,61.0,413.0,607.0,325.0,37.0,1334.0,10.0,22.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795.0,0.0,24.0,6.0,0.0,11.0,3.0,3.0,0.0,0.0,0.0,136.0,11.0,13.0,45.8,0.058695652173913045,0.09695652173913043,0.1273913043478261,71.74347826086957,466.1304347826087,Patrick van Aanholt,0,DF,nl Netherlands,30,1990,4.0,4.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.13,0.07,0.19,0.13,0.19,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.4,-0.4,140.0,181.0,77.3,2206.0,711.0,73.0,92.0,79.3,54.0,64.0,84.4,9.0,15.0,60.0,-0.2,3.0,7.0,2.0,0.0,8.0,158.0,23.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,6.0,1.82,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,202.0,7.0,46.0,78.0,79.0,9.0,202.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,3.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,23.0,2.0,1.0,66.7,0.17149999999999999,0.11699999999999999,0.27299999999999996,78.70500000000001,86.6,-0.07
1,Che Adams,sct SCO,FW,Southampton,24,1996,36.0,30.0,2667.0,9.0,5.0,0.0,0.0,1.0,0.0,0.3,0.17,0.47,0.3,0.47,9.8,9.8,5.0,0.33,0.17,0.5,0.33,0.5,29.6,0.0,31.0,0.0,56.4,0.0,1.05,0.16,0.29,0.18,-0.8,-0.8,431.0,622.0,69.3,6240.0,1416.0,228.0,308.0,74.0,125.0,162.0,77.2,34.0,49.0,69.4,0.0,37.0,35.0,23.0,1.0,53.0,615.0,2.0,1.0,7.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,19.0,68.0,2.29,50.0,0.0,2.0,7.0,9.0,7.0,0.24,6.0,0.0,0.0,0.0,1.0,0.0,25.0,16.0,4.0,15.0,6.0,6.0,17.0,35.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,18.0,4.0,19.0,1.0,912.0,24.0,97.0,396.0,433.0,94.0,912.0,28.0,50.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,0.0,88.0,44.0,0.0,30.0,55.0,19.0,0.0,0.0,0.0,84.0,53.0,133.0,28.5,0.04071428571428571,0.061785714285714284,0.10964285714285715,71.92142857142856,517.75,Che Adams,0,FW,sct Scotland,24,1996,3.0,2.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,0.19,0.29,0.48,0.19,0.48,2.4,0.0,1.0,0.0,14.3,0.0,0.42,0.0,0.0,0.06,-0.4,-0.4,42.0,51.0,82.4,696.0,94.0,22.0,22.0,100.0,14.0,20.0,70.0,5.0,6.0,83.3,-0.7,2.0,2.0,3.0,1.0,4.0,49.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.69,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,1.0,4.0,25.0,41.0,12.0,68.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,4.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,8.0,20.0,0.0,0.023157894736842106,0.2610526315789474,73.2,48.68421052631579,-0.030000000000000027
2,Nathan Aké,nl NED,DF,Manchester City,25,1995,10.0,9.0,797.0,1.0,0.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,0.3,0.3,0.0,0.03,0.0,0.03,0.03,0.03,8.9,0.0,1.0,0.0,33.3,0.0,0.11,0.33,1.0,0.09,0.7,0.7,709.0,763.0,92.9,11178.0,3225.0,348.0,363.0,95.9,319.0,336.0,94.9,26.0,35.0,74.3,0.0,1.0,55.0,2.0,0.0,34.0,741.0,22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,5.0,0.56,4.0,0.0,0.0,0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,6.0,1.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,23.0,0.0,817.0,39.0,181.0,569.0,67.0,6.0,817.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,2.0,1.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,30.0,24.0,17.0,58.5,0.11652173913043479,0.18826086956521734,0.25869565217391305,86.35217391304347,1004.7826086956521,Nathan Aké,0,DF,nl Netherlands,25,1995,2.0,0.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,0.0,1.67,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,31.0,34.0,91.2,547.0,78.0,14.0,17.0,82.4,13.0,13.0,100.0,3.0,3.0,100.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,39.0,2.0,7.0,24.0,8.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,0.088,0.11699999999999999,0.27599999999999997,78.01,92.05,0.08
3,Thiago Alcántara,es ESP,MF,Liverpool,29,1991,24.0,20.0,1854.0,1.0,0.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,1.2,1.2,2.3,0.06,0.11,0.17,0.06,0.17,20.6,0.0,5.0,1.0,22.7,0.0,0.24,0.05,0.2,0.06,-0.2,-0.2,1545.0,1735.0,89.0,26781.0,7746.0,704.0,746.0,94.4,597.0,658.0,90.7,177.0,221.0,80.1,-2.3,30.0,205.0,24.0,0.0,153.0,1686.0,44.0,30.0,3.0,0.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,12.0,81.0,3.93,69.0,2.0,2.0,3.0,3.0,3.0,0.15,2.0,0.0,0.0,1.0,0.0,0.0,61.0,36.0,20.0,30.0,11.0,17.0,49.0,34.7,32.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,30.0,14.0,0.0,1930.0,31.0,294.0,1216.0,434.0,16.0,1930.0,33.0,48.0,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.0,0.0,23.0,18.0,0.0,48.0,25.0,0.0,0.0,1.0,0.0,153.0,31.0,31.0,50.0,0.08407407407407408,0.12666666666666668,0.22925925925925927,82.09629629629629,754.9629629629629,Thiago Alcántara,0,"MF,DF",es Spain,29,1991,4.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.17,0.13,0.3,0.17,0.3,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.1,-0.1,72.0,90.0,80.0,1366.0,226.0,31.0,37.0,83.8,31.0,34.0,91.2,8.0,15.0,53.3,-0.1,1.0,4.0,0.0,0.0,5.0,86.0,4.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.87,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,100.0,0.0,8.0,66.0,26.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,75.0,0.11850000000000001,0.1355,0.4805,86.17,232.45,-0.009999999999999995
4,Toby Alderweireld,be BEL,DF,Tottenham,31,1989,25.0,25.0,2240.0,1.0,0.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04,0.7,0.7,0.7,0.03,0.03,0.06,0.03,0.06,24.9,0.0,3.0,0.0,30.0,0.0,0.12,0.1,0.33,0.07,0.3,0.3,1199.0,1453.0,82.5,24372.0,8025.0,365.0,398.0,91.7,658.0,713.0,92.3,157.0,303.0,51.8,-0.7,8.0,64.0,5.0,1.0,45.0,1377.0,74.0,61.0,2.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,9.0,22.0,0.88,19.0,0.0,0.0,3.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,22.0,11.0,2.0,18.0,30.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,28.0,0.0,12.0,10.0,121.0,0.0,1683.0,267.0,930.0,725.0,36.0,14.0,1683.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,0.0,2.0,2.0,0.0,17.0,3.0,0.0,0.0,1.0,1.0,117.0,45.0,35.0,56.3,0.1017391304347826,0.1439130434782609,0.21391304347826082,74.51304347826085,665.6086956521739,Toby Alderweireld,0,DF,be Belgium,31,1989,4.0,4.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.0,0.03,0.03,0.03,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.1,-0.1,271.0,309.0,87.7,5090.0,1411.0,104.0,110.0,94.5,136.0,145.0,93.8,29.0,44.0,65.9,0.0,0.0,23.0,2.0,0.0,14.0,291.0,16.0,13.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,3.0,0.75,3.0,0.0,0.0,0.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,2.0,2.0,10.0,0.0,337.0,31.0,124.0,201.0,12.0,2.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,5.0,8.0,38.5,0.0917391304347826,0.08304347826086957,0.13304347826086954,84.1304347826087,101.73913043478261,0.010000000000000002
5,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,28,1992,36.0,29.0,2461.0,2.0,3.0,0.0,0.0,7.0,0.0,0.07,0.11,0.18,0.07,0.18,1.6,1.6,3.3,0.06,0.12,0.18,0.06,0.18,27.3,0.0,8.0,0.0,32.0,0.0,0.29,0.08,0.25,0.06,0.4,0.4,1321.0,1670.0,79.1,20073.0,7163.0,703.0,788.0,89.2,521.0,619.0,84.2,58.0,147.0,39.5,-0.3,28.0,87.0,29.0,12.0,93.0,1410.0,255.0,29.0,1.0,0.0,7.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,5.0,0.0,0.0,44.0,71.0,2.6,57.0,5.0,0.0,5.0,3.0,5.0,0.18,3.0,1.0,0.0,1.0,0.0,0.0,74.0,31.0,38.0,28.0,8.0,32.0,74.0,43.2,42.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,15.0,23.0,50.0,2.0,1921.0,74.0,554.0,895.0,492.0,40.0,1921.0,11.0,26.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,0.0,37.0,15.0,0.0,39.0,44.0,6.0,0.0,2.0,0.0,146.0,39.0,44.0,47.0,0.09227272727272728,0.10545454545454547,0.20545454545454547,79.25909090909092,680.1363636363636,Ezgjan Alioski,0,DF,mk N. Macedonia,28,1992,3.0,3.0,270.0,1.0,0.0,0.0,1.0,2.0,0.0,0.33,0.0,0.33,0.33,0.33,0.9,0.0,0.4,0.3,0.15,0.45,0.01,0.16,3.0,0.0,1.0,0.0,50.0,0.0,0.33,0.5,1.0,0.02,0.1,1.0,126.0,176.0,71.6,2276.0,1035.0,62.0,71.0,87.3,47.0,58.0,81.0,16.0,36.0,44.4,-0.4,3.0,12.0,3.0,1.0,17.0,126.0,50.0,5.0,1.0,0.0,4.0,14.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,6.0,10.0,3.33,6.0,2.0,0.0,1.0,0.0,1.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,3.0,2.0,4.0,4.0,8.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,208.0,6.0,55.0,94.0,60.0,3.0,208.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,13.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,25.0,0.0,0.018,0.118,81.75500000000001,43.9,0.010000000000000009
6,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,19,2000,25.0,23.0,2089.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.2,0.01,0.05,0.07,0.01,0.07,23.2,0.0,2.0,0.0,28.6,0.0,0.09,0.0,0.0,0.05,-0.3,-0.3,870.0,1087.0,80.0,15680.0,5537.0,370.0,424.0,87.3,378.0,446.0,84.8,102.0,158.0,64.6,-1.2,11.0,76.0,14.0,2.0,75.0,1002.0,83.0,18.0,0.0,0.0,15.0,19.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,0.0,0.0,14.0,20.0,0.86,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,36.0,31.0,24.0,2.0,20.0,46.0,43.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,19.0,0.0,21.0,49.0,87.0,3.0,1368.0,139.0,519.0,665.0,199.0,6.0,1368.0,13.0,15.0,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,0.0,16.0,5.0,0.0,25.0,25.0,1.0,0.0,1.0,1.0,114.0,52.0,29.0,64.2,0.02307692307692308,0.05846153846153846,0.1846153846153846,71.82692307692308,433.6923076923077,Ethan Ampadu,0,"DF,MF",wls Wales,20,2000,3.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,33.0,87.9,541.0,203.0,9.0,11.0,81.8,14.0,15.0,93.3,4.0,5.0,80.0,0.0,1.0,3.0,1.0,0.0,3.0,30.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,42.0,7.0,20.0,18.0,4.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,100.0,0.04764705882352942,0.05,0.18823529411764706,72.41176470588235,60.294117647058826,-0.01
7,Joachim Andersen,dk DEN,DF,Fulham,24,1996,31.0,30.0,2730.0,1.0,1.0,0.0,0.0,7.0,1.0,0.03,0.03,0.07,0.03,0.07,1.2,1.2,0.4,0.04,0.01,0.05,0.04,0.05,30.3,0.0,3.0,1.0,23.1,0.0,0.1,0.08,0.33,0.09,-0.2,-0.2,1609.0,1993.0,80.7,34882.0,12812.0,427.0,491.0,87.0,912.0,1007.0,90.6,252.0,442.0,57.0,0.6,8.0,130.0,6.0,1.0,74.0,1902.0,83.0,68.0,0.0,0.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,13.0,30.0,0.99,28.0,0.0,0.0,1.0,1.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,18.0,11.0,4.0,15.0,28.0,53.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,0.0,11.0,44.0,151.0,1.0,2275.0,309.0,1259.0,945.0,89.0,24.0,2275.0,9.0,11.0,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.0,0.0,10.0,3.0,0.0,39.0,15.0,1.0,0.0,2.0,0.0,172.0,98.0,44.0,69.0,0.029259259259259256,0.0637037037037037,0.16185185185185183,79.71481481481482,510.81481481481484,Joachim Andersen,0,DF,dk Denmark,24,1996,3.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.96,0.0,0.96,0.96,0.96,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,-0.4,-0.4,35.0,38.0,92.1,733.0,279.0,11.0,11.0,100.0,20.0,20.0,100.0,4.0,6.0,66.7,0.0,0.0,5.0,0.0,0.0,6.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,5.0,0.0,51.0,9.0,26.0,22.0,4.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,33.3,0.16599999999999998,0.161,0.27699999999999997,78.99499999999999,127.65,-0.010000000000000002
